,prompt,question
3038,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#At Bob's Pizza Parlor, 0.2 of the pizzas sold were small, 35% were medium, and 8/20 were large. Which size pizza did he sell the most?","At Bob's Pizza Parlor, 0.2 of the pizzas sold were small, 35% were medium, and 8/20 were large. Which size pizza did he sell the most?"
3039,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma read 180 pages of a 300-page book. What percent has she read?",Emma read 180 pages of a 300-page book. What percent has she read?
3040,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A fruit vendor sold 80% of his apples. If he had 200 apples at the start, how many apples did he sell?","A fruit vendor sold 80% of his apples. If he had 200 apples at the start, how many apples did he sell?"
3041,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The chance of rain today is 30%. Express this as a decimal.",The chance of rain today is 30%. Express this as a decimal.
3042,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A recipe yields 16 cupcakes. If you only need 12 cupcakes, what percentage of the batter should you use?","A recipe yields 16 cupcakes. If you only need 12 cupcakes, what percentage of the batter should you use?"
3043,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A student scored 75% on a math test. If the test had 40 questions, how many questions did the student answer correctly?","A student scored 75% on a math test. If the test had 40 questions, how many questions did the student answer correctly?"
3044,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A store is having a sale where all items are 20% off. If a shirt originally costs $25, calculate the discount.","A store is having a sale where all items are 20% off. If a shirt originally costs $25, calculate the discount."
3045,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A zoo has 150 animals, and 20% of them are birds. How many birds are there in the zoo?","A zoo has 150 animals, and 20% of them are birds. How many birds are there in the zoo?"
3046,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A school had 500 students last year, and this year the enrollment increased by 15%. How many students have increased in this year?","A school had 500 students last year, and this year the enrollment increased by 15%. How many students have increased in this year?"
3047,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A school fundraiser collected $2000, and 15% of it will be donated to a charity. How much money will be donated to the charity?","A school fundraiser collected $2000, and 15% of it will be donated to a charity. How much money will be donated to the charity?"
3048,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bakery sold 160 cupcakes, and 40% of them were chocolate. How many cupcakes were chocolate?","A bakery sold 160 cupcakes, and 40% of them were chocolate. How many cupcakes were chocolate?"
3049,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A vitamin contains 2% potassium. Write this percent as a fraction and decimal.",A vitamin contains 2% potassium. Write this percent as a fraction and decimal.
3050,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mary got 8 out of 10 questions correct on a quiz, which is 80%. Sarah got 9 out of 12 questions correct. Who scored higher?","Mary got 8 out of 10 questions correct on a quiz, which is 80%. Sarah got 9 out of 12 questions correct. Who scored higher?"
3051,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#In a survey, 80% of the participants said they like pizza. If there were 120 participants, how many of them like pizza?","In a survey, 80% of the participants said they like pizza. If there were 120 participants, how many of them like pizza?"
3052,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Jim sold 50 candy bars for a school fundraiser. His father bought 8 of the candy bars. What percent of candy sold was purchased by his father?",Jim sold 50 candy bars for a school fundraiser. His father bought 8 of the candy bars. What percent of candy sold was purchased by his father?
3053,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A car depreciated in value by 15% over the year. If the original value was $20,000, what is the depreciation after a year?","A car depreciated in value by 15% over the year. If the original value was $20,000, what is the depreciation after a year?"
3054,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A company has 100 employees. If 25% of the employees are part-time, how many part-time employees are there?","A company has 100 employees. If 25% of the employees are part-time, how many part-time employees are there?"
3055,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A student read 120 pages of a 300-page book. What percentage of the book did the student read?",A student read 120 pages of a 300-page book. What percentage of the book did the student read?
3056,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#36 out of 200 students joined the school chess club. Write 36/200 as a decimal and percent.",36 out of 200 students joined the school chess club. Write 36/200 as a decimal and percent.
3057,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 120 students in a science fair. If 25% of them are presenting biology projects, how many students are presenting biology projects?","There are 120 students in a science fair. If 25% of them are presenting biology projects, how many students are presenting biology projects?"
3058,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#In a 6th-grade classroom, 7/8 of students have pets. Write 7/8 as a decimal and percent.","In a 6th-grade classroom, 7/8 of students have pets. Write 7/8 as a decimal and percent."
3059,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bag contains 80 marbles, and 25% of them are blue. How many marbles are not blue?","A bag contains 80 marbles, and 25% of them are blue. How many marbles are not blue?"
